MicroHit	TaxHit	HitID	Class
Pseudomonas	Pseudomonas	MRH1	bacteria
Pseudomonas nitroreducens	Pseudomonas nitroreducens	MRH2	bacteria
Pseudomonas fluorescens	Pseudomonas fluorescens	MRH3	bacteria
Acinetobacter	Acinetobacter	MRH4	bacteria
Acinetobacter johnsonii	Acinetobacter johnsonii	MRH5	bacteria
Ralstonia	Ralstonia	MRH6	bacteria
Cutibacterium	Cutibacterium	MRH7	bacteria
Cutibacterium acnes	Cutibacterium acnes	MRH8	bacteria
Escherichia	Escherichia	MRH9	bacteria
Escherichia coli	Escherichia coli	MRH10	bacteria
Meyerozyma	Meyerozyma	MRH11	fungus
Meyerozyma guilliermondii	Meyerozyma guilliermondii	MRH12	fungus
Gilliamella	Gilliamella	MRH13	bacteria
Gilliamella apicola	Gilliamella apicola	MRH14	bacteria
Snodgrassella	Snodgrassella	MRH15	bacteria
Snodgrassella alvi	Snodgrassella alvi	MRH16	bacteria
Methylobacterium	Methylobacterium	MRH17	bacteria
Acinetobacter baumannii	Acinetobacter baumannii	MRH18	bacteria
Acinetobacter lwoffii	Acinetobacter lwoffii	MRH19	bacteria
Bombiscardovia	Bombiscardovia	MRH20	bacteria
Bombiscardovia coagulans	Bombiscardovia coagulans	MRH21	bacteria
uncultured bacterium	uncultured bacterium	MRH22	bacteria
non-genus-specific reads in family Pasteurellaceae	Pasteurellaceae	MRH23	bacteria
Plasmodium	Plasmodium	MRH24	other_eukaryota
Pseudomonas sp. SXM-1	Pseudomonas sp. SXM-1	MRH25	bacteria
Pseudomonas sp. NC02	Pseudomonas sp. NC02	MRH26	bacteria
Pseudomonas putida	Pseudomonas putida	MRH27	bacteria
Bacillus	Bacillus	MRH28	bacteria
Corynebacterium	Corynebacterium	MRH29	bacteria
Sphingomonas	Sphingomonas	MRH30	bacteria
Methylobacterium radiotolerans	Methylobacterium radiotolerans	MRH31	bacteria
Ralstonia insidiosa	Ralstonia insidiosa	MRH32	bacteria
Ralstonia pickettii	Ralstonia pickettii	MRH33	bacteria
Enterobacter	Enterobacter	MRH34	bacteria
Pantoea agglomerans	Pantoea agglomerans	MRH35	bacteria
Agrobacterium	Agrobacterium	MRH36	bacteria
Agrobacterium tumefaciens	Agrobacterium tumefaciens	MRH37	bacteria
Stenotrophomonas	Stenotrophomonas	MRH38	bacteria
Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	MRH39	bacteria
Moraxella	Moraxella	MRH40	bacteria
Moraxella osloensis	Moraxella osloensis	MRH41	bacteria
Brevundimonas	Brevundimonas	MRH42	bacteria
Lactobacillus apis	Lactobacillus apis	MRH43	bacteria
Acinetobacter guillouiae	Acinetobacter guillouiae	MRH44	bacteria
Acinetobacter junii	Acinetobacter junii	MRH45	bacteria
Acinetobacter pittii	Acinetobacter pittii	MRH46	bacteria
Pseudomonas yamanorum	Pseudomonas yamanorum	MRH47	bacteria
Pseudomonas protegens	Pseudomonas protegens	MRH48	bacteria
Pseudomonas syringae	Pseudomonas syringae	MRH49	bacteria
Pseudomonas aeruginosa	Pseudomonas aeruginosa	MRH50	bacteria
Delftia	Delftia	MRH51	bacteria
Delftia acidovorans	Delftia acidovorans	MRH52	bacteria
Delftia tsuruhatensis	Delftia tsuruhatensis	MRH53	bacteria
Rheinheimera	Rheinheimera	MRH54	bacteria
Staphylococcus	Staphylococcus	MRH55	bacteria
Alternaria	Alternaria	MRH56	fungus
Caulobacter	Caulobacter	MRH57	bacteria
Corynebacterium sp. 1959	Corynebacterium kalinowskii	MRH58	bacteria
Brevundimonas sp. GW460-12-10-14-LB2	Brevundimonas sp. GW460-12-10-14-LB2	MRH59	bacteria
Brevundimonas diminuta	Brevundimonas diminuta	MRH60	bacteria
Massilia	Massilia	MRH61	bacteria
Rhizobium	Rhizobium	MRH62	bacteria
Bradyrhizobium	Bradyrhizobium	MRH63	bacteria
Methylobacterium brachiatum	Methylobacterium brachiatum	MRH64	bacteria
Methylobacterium sp. C1	Methylobacterium sp. C1	MRH65	bacteria
Sphingomonas melonis	Sphingomonas melonis	MRH66	bacteria
Achromobacter	Achromobacter	MRH67	bacteria
Fusarium	Fusarium	MRH68	fungus
Capnocytophaga	Capnocytophaga	MRH69	bacteria
Enterobacter asburiae	Enterobacter asburiae	MRH70	bacteria
Enterobacter hormaechei	Enterobacter hormaechei	MRH71	bacteria
Enterobacter cloacae	Enterobacter cloacae	MRH72	bacteria
Salmonella	Salmonella	MRH73	bacteria
Salmonella enterica	Salmonella enterica	MRH74	bacteria
Herbaspirillum	Herbaspirillum	MRH75	bacteria
Herbaspirillum huttiense	Herbaspirillum huttiense	MRH76	bacteria
Cupriavidus metallidurans	Cupriavidus metallidurans	MRH77	bacteria
Actinomyces	Actinomyces	MRH78	bacteria
Actinomyces naeslundii	Actinomyces naeslundii	MRH79	bacteria
Klebsiella	Klebsiella	MRH80	bacteria
Klebsiella pneumoniae	Klebsiella pneumoniae	MRH81	bacteria
Aquabacterium	Aquabacterium	MRH82	bacteria
Micrococcus	Micrococcus	MRH83	bacteria
Micrococcus luteus	Micrococcus luteus	MRH84	bacteria
Acinetobacter sp. NEB 394	Acinetobacter sp. NEB 394	MRH85	bacteria
Acinetobacter indicus	Acinetobacter indicus	MRH86	bacteria
Trichosporon	Trichosporon	MRH87	fungus
Trichosporon asahii	Trichosporon asahii	MRH88	fungus
Pseudomonas stutzeri	Stutzerimonas stutzeri	MRH89	bacteria
Leptotrichia	Leptotrichia	MRH90	bacteria
Aeromonas	Aeromonas	MRH91	bacteria
Asticcacaulis	Asticcacaulis	MRH92	bacteria
Asticcacaulis excentricus	Asticcacaulis excentricus	MRH93	bacteria
Comamonas	Comamonas	MRH94	bacteria
Streptococcus oralis	Streptococcus oralis	MRH95	bacteria
Sphingobium	Sphingobium	MRH96	bacteria
Sphingobium yanoikuyae	Sphingobium yanoikuyae	MRH97	bacteria
Acinetobacter schindleri	Acinetobacter schindleri	MRH98	bacteria
Veillonella	Veillonella	MRH99	bacteria
Neisseria	Neisseria	MRH100	bacteria
Comamonas testosteroni	Comamonas testosteroni	MRH101	bacteria
Staphylococcus hominis	Staphylococcus hominis	MRH102	bacteria
Paracoccus	Paracoccus	MRH103	bacteria
Burkholderia cenocepacia	Burkholderia cenocepacia	MRH104	bacteria
Sphingomonas sp. FARSPH	Sphingomonas sp. FARSPH	MRH105	bacteria
Cloacibacterium	Cloacibacterium	MRH106	bacteria
Shewanella	Shewanella	MRH107	bacteria
Shewanella putrefaciens	Shewanella putrefaciens	MRH108	bacteria
Nocardioides	Nocardioides	MRH109	bacteria
Prevotella	Prevotella	MRH110	bacteria
Streptococcus thermophilus	Streptococcus thermophilus	MRH111	bacteria
Streptococcus sanguinis	Streptococcus sanguinis	MRH112	bacteria
Streptococcus mitis	Streptococcus mitis	MRH113	bacteria
Malassezia	Malassezia	MRH114	fungus
Malassezia restricta	Malassezia restricta	MRH115	fungus
Ochrobactrum	Ochrobactrum	MRH116	bacteria
Ochrobactrum anthropi	Brucella anthropi	MRH117	bacteria
Cutibacterium granulosum	Cutibacterium granulosum	MRH118	bacteria
Tepidimonas	Tepidimonas	MRH119	bacteria
Flaviflexus sp. H23T48	Flaviflexus ciconiae	MRH120	bacteria
Thermomonas	Thermomonas	MRH121	bacteria
Thermomonas hydrothermalis	Thermomonas hydrothermalis	MRH122	bacteria
Staphylococcus capitis	Staphylococcus capitis	MRH123	bacteria
Microbacterium sp. Nx66	Microbacterium sp. Nx66	MRH124	bacteria
Cloacibacterium normanense	Cloacibacterium normanense	MRH125	bacteria
Methylobacterium phyllosphaerae	Methylobacterium phyllosphaerae	MRH126	bacteria
Sphingopyxis	Sphingopyxis	MRH127	bacteria
Saccharomyces	Saccharomyces	MRH128	fungus
Rhodococcus	Rhodococcus	MRH129	bacteria
Brevundimonas vancanneytii	Brevundimonas vancanneytii	MRH130	bacteria
Kocuria	Kocuria	MRH131	bacteria
Lautropia	Lautropia	MRH132	bacteria
Nostoc sp. PCC 7524	Nostoc sp. PCC 7524	MRH133	bacteria
Streptococcus	Streptococcus	MRH134	bacteria
Sphingobium cloacae	Sphingobium cloacae	MRH135	bacteria
Elizabethkingia	Elizabethkingia	MRH136	bacteria
Mitsuaria	Mitsuaria	MRH137	bacteria
Mitsuaria sp. 7	Mitsuaria sp. 7	MRH138	bacteria
Methylorubrum	Methylorubrum	MRH139	bacteria
Methylorubrum extorquens	Methylorubrum extorquens	MRH140	bacteria
Stenotrophomonas rhizophila	Stenotrophomonas rhizophila	MRH141	bacteria
Ustilago	Ustilago	MRH142	fungus
Anoxybacillus	Anoxybacillus	MRH143	bacteria
Anoxybacillus flavithermus	Anoxybacillus flavithermus	MRH144	bacteria
Chryseobacterium	Chryseobacterium	MRH145	bacteria
Pseudomonas simiae	Pseudomonas simiae	MRH146	bacteria
Serratia	Serratia	MRH147	bacteria
Acidovorax	Acidovorax	MRH148	bacteria
Aeromonas simiae	Aeromonas simiae	MRH149	bacteria
Rhodococcus ruber	Rhodococcus ruber	MRH150	bacteria
Rhodococcus fascians	Rhodococcus fascians	MRH151	bacteria
Paraburkholderia	Paraburkholderia	MRH152	bacteria
Paraburkholderia fungorum	Paraburkholderia fungorum	MRH153	bacteria
Staphylococcus epidermidis	Staphylococcus epidermidis	MRH154	bacteria
Haematobacter	Haematobacter	MRH155	bacteria
Haematobacter massiliensis	Haematobacter massiliensis	MRH156	bacteria
Malassezia globosa	Malassezia globosa	MRH157	fungus
Mycobacteroides	Mycobacteroides	MRH158	bacteria
Mycobacteroides chelonae	Mycobacteroides chelonae	MRH159	bacteria
Comamonas thiooxydans	Comamonas thiooxydans	MRH160	bacteria
Comamonas aquatica	Comamonas aquatica	MRH161	bacteria
non-genus-specific reads in family Beijerinckiaceae	Beijerinckiaceae	MRH162	bacteria
Lawsonella	Lawsonella	MRH163	bacteria
Lawsonella clevelandensis	Lawsonella clevelandensis	MRH164	bacteria
Microlunatus	Microlunatus	MRH165	bacteria
Neisseria meningitidis	Neisseria meningitidis	MRH166	bacteria
Lactobacillus delbrueckii	Lactobacillus delbrueckii	MRH167	bacteria
Ralstonia solanacearum	Ralstonia solanacearum	MRH168	bacteria
Ralstonia mannitolilytica	Ralstonia mannitolilytica	MRH169	bacteria
Penicillium	Penicillium	MRH170	fungus
Penicillium expansum	Penicillium expansum	MRH171	fungus
Penicillium digitatum	Penicillium digitatum	MRH172	fungus
Streptococcus pneumoniae	Streptococcus pneumoniae	MRH173	bacteria
Streptococcus australis	Streptococcus australis	MRH174	bacteria
Streptococcus parasanguinis	Streptococcus parasanguinis	MRH175	bacteria
Streptococcus salivarius	Streptococcus salivarius	MRH176	bacteria
Dissoconium	Dissoconium	MRH177	fungus
Dissoconium aciculare	Dissoconium aciculare	MRH178	fungus
Exophiala xenobiotica	Exophiala xenobiotica	MRH179	fungus
Hymenobacter	Hymenobacter	MRH180	bacteria
Hymenobacter sedentarius	Hymenobacter sedentarius	MRH181	bacteria
Lancefieldella	Lancefieldella	MRH182	bacteria
Lancefieldella parvula	Lancefieldella parvula	MRH183	bacteria
Actinotignum	Actinotignum	MRH184	bacteria
Actinotignum schaalii	Actinotignum schaalii	MRH185	bacteria
Abiotrophia	Abiotrophia	MRH186	bacteria
Abiotrophia defectiva	Abiotrophia defectiva	MRH187	bacteria
Rothia	Rothia	MRH188	bacteria
Rothia mucilaginosa	Rothia mucilaginosa	MRH189	bacteria
Rothia dentocariosa	Rothia dentocariosa	MRH190	bacteria
Halomonas	Halomonas	MRH191	bacteria
Halomonas hydrothermalis	Halomonas hydrothermalis	MRH192	bacteria
Spirosoma pollinicola	Spirosoma pollinicola	MRH193	bacteria
Schaalia odontolytica	Schaalia odontolytica	MRH194	bacteria
Treponema	Treponema	MRH195	bacteria
Treponema socranskii	Treponema socranskii	MRH196	bacteria
Veillonella dispar	Veillonella dispar	MRH197	bacteria
Veillonella parvula	Veillonella parvula	MRH198	bacteria
Phyllobacterium	Phyllobacterium	MRH199	bacteria
Pseudomonas monteilii	Pseudomonas monteilii	MRH200	bacteria
Colletotrichum orchidophilum	Colletotrichum orchidophilum	MRH201	fungus
Haemophilus parainfluenzae	Haemophilus parainfluenzae	MRH202	bacteria
Anaerococcus	Anaerococcus	MRH203	bacteria
Corynebacterium ureicelerivorans	Corynebacterium ureicelerivorans	MRH204	bacteria
Corynebacterium kroppenstedtii	Corynebacterium kroppenstedtii	MRH205	bacteria
Corynebacterium jeikeium	Corynebacterium jeikeium	MRH206	bacteria
Diaphorobacter	Diaphorobacter	MRH207	bacteria
Gordonia	Gordonia	MRH208	bacteria
Cupriavidus	Cupriavidus	MRH209	bacteria
Cupriavidus gilardii	Cupriavidus gilardii	MRH210	bacteria
Cupriavidus basilensis	Cupriavidus basilensis	MRH211	bacteria
Paracoccus yeei	Paracoccus yeei	MRH212	bacteria
Psychrobacter	Psychrobacter	MRH213	bacteria
Marmoricola	Marmoricola	MRH214	bacteria
Marmoricola scoriae	Marmoricola scoriae	MRH215	bacteria
Lactococcus	Lactococcus	MRH216	bacteria
Lactococcus lactis	Lactococcus lactis	MRH217	bacteria
Prevotella melaninogenica	Prevotella melaninogenica	MRH218	bacteria
Hydrogenophilus	Hydrogenophilus	MRH219	bacteria
Hydrogenophilus thermoluteolus	Hydrogenophilus thermoluteolus	MRH220	bacteria
Finegoldia	Finegoldia	MRH221	bacteria
Finegoldia magna	Finegoldia magna	MRH222	bacteria
Alcaligenes	Alcaligenes	MRH223	bacteria
Alcaligenes faecalis	Alcaligenes faecalis	MRH224	bacteria
Lactobacillus panisapium	Lactobacillus panisapium	MRH225	bacteria
Aspergillus	Aspergillus	MRH226	fungus
Aspergillus flavus	Aspergillus flavus	MRH227	fungus
Aspergillus steynii	Aspergillus steynii	MRH228	fungus
Aspergillus niger	Aspergillus niger	MRH229	fungus
Aspergillus tubingensis	Aspergillus tubingensis	MRH230	fungus
Aspergillus oryzae	Aspergillus oryzae	MRH231	fungus
Aspergillus costaricensis	Aspergillus costaricensis	MRH232	fungus
Aspergillus neoniger	Aspergillus neoniger	MRH233	fungus
Aspergillus luchuensis	Aspergillus luchuensis	MRH234	fungus
Aspergillus eucalypticola	Aspergillus eucalypticola	MRH235	fungus
Aspergillus vadensis	Aspergillus vadensis	MRH236	fungus
Aspergillus piperis	Aspergillus piperis	MRH237	fungus
Aspergillus welwitschiae	Aspergillus welwitschiae	MRH238	fungus
Aspergillus nomiae	Aspergillus nomiae	MRH239	fungus
Aspergillus alliaceus	Aspergillus alliaceus	MRH240	fungus
Aspergillus caelatus	Aspergillus caelatus	MRH241	fungus
Aspergillus pseudotamarii	Aspergillus pseudotamarii	MRH242	fungus
Aspergillus bombycis	Aspergillus bombycis	MRH243	fungus
Aspergillus fresenii	Aspergillus fresenii	MRH244	fungus
Debaryomyces fabryi	Debaryomyces fabryi	MRH245	fungus
Asaia	Asaia	MRH246	bacteria
Bombilactobacillus	Bombilactobacillus	MRH247	bacteria
Bombilactobacillus mellis	Bombilactobacillus mellis	MRH248	bacteria
Parasaccharibacter	Parasaccharibacter	MRH249	bacteria
Parasaccharibacter apium	Parasaccharibacter apium	MRH250	bacteria
Bombella	Bombella	MRH251	bacteria
Swaminathania	Swaminathania	MRH252	bacteria
Swaminathania salitolerans	Swaminathania salitolerans	MRH253	bacteria
Kodamaea	Kodamaea	MRH254	fungus
Kodamaea ohmeri	Kodamaea ohmeri	MRH255	fungus
Serratia grimesii	Serratia grimesii	MRH256	bacteria
Serratia proteamaculans	Serratia proteamaculans	MRH257	bacteria
Serratia liquefaciens	Serratia liquefaciens	MRH258	bacteria
Trichoderma	Trichoderma	MRH259	fungus
Pantoea	Pantoea	MRH260	bacteria
Eremothecium	Eremothecium	MRH261	fungus
Acinetobacter bereziniae	Acinetobacter bereziniae	MRH262	bacteria
Vibrio	Vibrio	MRH263	bacteria
Vibrio alginolyticus	Vibrio alginolyticus	MRH264	bacteria
Vibrio parahaemolyticus	Vibrio parahaemolyticus	MRH265	bacteria
Saccharomyces cerevisiae	Saccharomyces cerevisiae	MRH266	fungus
Klebsiella michiganensis	Klebsiella michiganensis	MRH267	bacteria
Klebsiella quasipneumoniae	Klebsiella quasipneumoniae	MRH268	bacteria
Dermacoccus	Dermacoccus	MRH269	bacteria
Dermacoccus nishinomiyaensis	Dermacoccus nishinomiyaensis	MRH270	bacteria
Sphingobacterium	Sphingobacterium	MRH271	bacteria
Enterobacter kobei	Enterobacter kobei	MRH272	bacteria
Citrobacter	Citrobacter	MRH273	bacteria
Citrobacter freundii	Citrobacter freundii	MRH274	bacteria
Citrobacter portucalensis	Citrobacter portucalensis	MRH275	bacteria
Aureobasidium	Aureobasidium	MRH276	fungus
uncultured Lactobacillus sp.	uncultured Lactobacillus sp.	MRH277	bacteria
Bifidobacterium sp. Hma3N	Bifidobacterium sp. Hma3N	MRH278	bacteria
Aspergillus pseudonomius	Aspergillus pseudonomiae	MRH279	fungus
Penicillium citrinum	Penicillium citrinum	MRH280	fungus
Bombella sp. ESL0368	Bombella sp. ESL0368	MRH281	bacteria
Bombella intestini	Bombella intestini	MRH282	bacteria
Lactiplantibacillus	Lactiplantibacillus	MRH283	bacteria
Lactiplantibacillus plantarum	Lactiplantibacillus plantarum	MRH284	bacteria
Streptococcus anginosus	Streptococcus anginosus	MRH285	bacteria
Nosema	Nosema	MRH286	fungus
Nosema ceranae	Nosema ceranae	MRH287	fungus
Arthrobotrys oligospora	Orbilia oligospora	MRH288	fungus
Klebsiella grimontii	Klebsiella grimontii	MRH289	bacteria
Pseudomonas synxantha	Pseudomonas synxantha	MRH290	bacteria
Apibacter	Apibacter	MRH291	bacteria
Apibacter sp. B2966	Apibacter sp. B2966	MRH292	bacteria
Apibacter sp. B3706	Apibacter sp. B3706	MRH293	bacteria
Apibacter sp. wkB309	Apibacter sp. wkB309	MRH294	bacteria
Frischella	Frischella	MRH295	bacteria
Yersinia pestis	Yersinia pestis	MRH296	bacteria
Amaricoccus	Amaricoccus	MRH297	bacteria
Exiguobacterium	Exiguobacterium	MRH298	bacteria
Shigella	Shigella	MRH299	bacteria
Shigella flexneri	Shigella flexneri	MRH300	bacteria
Pseudomonas poae	Pseudomonas poae	MRH301	bacteria
Mycolicibacterium	Mycolicibacterium	MRH302	bacteria
Bacillus subtilis	Bacillus subtilis	MRH303	bacteria
Tatumella	Tatumella	MRH304	bacteria
Tatumella sp. TA1	Tatumella sp. TA1	MRH305	bacteria
Flavobacterium	Flavobacterium	MRH306	bacteria
Bifidobacterium	Bifidobacterium	MRH307	bacteria
Kaistella	Kaistella	MRH308	bacteria
Chryseobacterium haifense	Kaistella haifensis	MRH309	bacteria
Wolbachia endosymbiont of Drosophila melanogaster	Wolbachia endosymbiont of Drosophila melanogaster	MRH310	bacteria
Wolbachia sp. wRi	Wolbachia sp. wRi	MRH311	bacteria
Rhizopus microsporus	Rhizopus microsporus	MRH312	fungus
Mortierella	Mortierella	MRH313	fungus
Linnemannia	Linnemannia	MRH314	fungus
Linnemannia elongata	Linnemannia elongata	MRH315	fungus
Podila verticillata	Podila verticillata	MRH316	fungus
Bipolaris	Bipolaris	MRH317	fungus
Bipolaris oryzae	Bipolaris oryzae	MRH318	fungus
Bipolaris sorokiniana	Bipolaris sorokiniana	MRH319	fungus
Alternaria alternata	Alternaria alternata	MRH320	fungus
Clavispora	Clavispora	MRH321	fungus
Fusarium oxysporum	Fusarium oxysporum	MRH322	fungus
Microbacterium	Microbacterium	MRH323	bacteria
Aeromonas caviae	Aeromonas caviae	MRH324	bacteria
Bifidobacterium commune	Bifidobacterium commune	MRH325	bacteria
Plasmodium falciparum	Plasmodium falciparum	MRH326	other_eukaryota
Polyporus	Polyporus	MRH327	fungus
Dictyostelium	Dictyostelium	MRH328	other_eukaryota
Dictyostelium discoideum	Dictyostelium discoideum	MRH329	other_eukaryota
Leishmania	Leishmania	MRH330	other_eukaryota
Leishmania donovani	Leishmania donovani	MRH331	other_eukaryota
Photorhabdus	Photorhabdus	MRH332	bacteria
Kwoniella	Kwoniella	MRH333	fungus
Cryptococcus neoformans	Cryptococcus neoformans	MRH334	fungus
Aureobasidium namibiae	Aureobasidium namibiae	MRH335	fungus
Klebsiella oxytoca	Klebsiella oxytoca	MRH336	bacteria
Pseudomonas oryzihabitans	Pseudomonas oryzihabitans	MRH337	bacteria
Burkholderia	Burkholderia	MRH338	bacteria
Periconia	Periconia	MRH339	fungus
Candida albicans	Candida albicans	MRH340	fungus
Talaromyces rugulosus	Talaromyces rugulosus	MRH341	fungus
Talaromyces marneffei	Talaromyces marneffei	MRH342	fungus
Synchytrium	Synchytrium	MRH343	fungus
Synchytrium microbalum	Synchytrium microbalum	MRH344	fungus
Aaosphaeria	Aaosphaeria	MRH345	fungus
Aaosphaeria arxii	Aaosphaeria arxii	MRH346	fungus
Batrachochytrium	Batrachochytrium	MRH347	fungus
Batrachochytrium dendrobatidis	Batrachochytrium dendrobatidis	MRH348	fungus
Bifidobacterium bifidum	Bifidobacterium bifidum	MRH349	bacteria
Blumeria	Blumeria	MRH350	fungus
Blumeria graminis	Blumeria graminis	MRH351	fungus
Lindgomyces	Lindgomyces	MRH352	fungus
Lindgomyces ingoldianus	Lindgomyces ingoldianus	MRH353	fungus
Empedobacter	Empedobacter	MRH354	bacteria
Pyrenophora teres	Pyrenophora teres	MRH355	fungus
Enterococcus	Enterococcus	MRH356	bacteria
Staphylococcus haemolyticus	Staphylococcus haemolyticus	MRH357	bacteria
Rasamsonia	Rasamsonia	MRH358	fungus
Proteus	Proteus	MRH359	bacteria
Proteus mirabilis	Proteus mirabilis	MRH360	bacteria
Sneathia	Sneathia	MRH361	bacteria
Sneathia amnii	Sneathia vaginalis	MRH362	bacteria
Exophiala	Exophiala	MRH363	fungus
Colletotrichum	Colletotrichum	MRH364	fungus
Epilithonimonas	Epilithonimonas	MRH365	bacteria
Epilithonimonas vandammei	Epilithonimonas vandammei	MRH366	bacteria
Sphingomonas paucimobilis	Sphingomonas paucimobilis	MRH367	bacteria
Verticillium	Verticillium	MRH368	fungus
Pseudomonas oleovorans	Pseudomonas oleovorans	MRH369	bacteria
Porphyromonas	Porphyromonas	MRH370	bacteria
Corynebacterium tuberculostearicum	Corynebacterium tuberculostearicum	MRH371	bacteria
Burkholderia pseudomallei	Burkholderia pseudomallei	MRH372	bacteria
Neurospora	Neurospora	MRH373	fungus
Erwinia	Erwinia	MRH374	bacteria
Brevibacterium	Brevibacterium	MRH375	bacteria
Providencia	Providencia	MRH376	bacteria
Peptoniphilus	Peptoniphilus	MRH377	bacteria
Gardnerella	Gardnerella	MRH378	bacteria
Gardnerella vaginalis	Gardnerella vaginalis	MRH379	bacteria
Metschnikowia bicuspidata	Metschnikowia bicuspidata	MRH380	fungus
Staphylococcus aureus	Staphylococcus aureus	MRH381	bacteria
Alloprevotella	Alloprevotella	MRH382	bacteria
Aureobasidium pullulans	Aureobasidium pullulans	MRH383	fungus
Kluyveromyces	Kluyveromyces	MRH384	fungus
Kluyveromyces lactis	Kluyveromyces lactis	MRH385	fungus
Pseudocercospora	Pseudocercospora	MRH386	fungus
Listeria	Listeria	MRH387	bacteria
Acinetobacter ursingii	Acinetobacter ursingii	MRH388	bacteria
Propionibacterium	Propionibacterium	MRH389	bacteria
Acetilactobacillus	Acetilactobacillus	MRH390	bacteria
Acetilactobacillus jinshanensis	Acetilactobacillus jinshanensis	MRH391	bacteria
Metschnikowia	Metschnikowia	MRH392	fungus
Metschnikowia aff. pulcherrima	Metschnikowia aff. pulcherrima	MRH393	fungus
Candida	Candida	MRH394	fungus
Wickerhamiella	Wickerhamiella	MRH395	fungus
Xanthomonas citri	Xanthomonas citri	MRH396	bacteria
Rhizoctonia	Rhizoctonia	MRH397	fungus
Lactobacillus crispatus	Lactobacillus crispatus	MRH398	bacteria
Serpula	Serpula	MRH399	fungus
Cercospora	Cercospora	MRH400	fungus
Haemophilus	Haemophilus	MRH401	bacteria
Klebsiella variicola	Klebsiella variicola	MRH402	bacteria
Alcanivorax	Alcanivorax	MRH403	bacteria
Actinomyces oris	Actinomyces oris	MRH404	bacteria
Lactobacillus acetotolerans	Lactobacillus acetotolerans	MRH405	bacteria
Lactobacillus acidipiscis	Ligilactobacillus acidipiscis	MRH406	bacteria
Schlegelella	Schlegelella	MRH407	bacteria
Schlegelella thermodepolymerans	Schlegelella thermodepolymerans	MRH408	bacteria
Liquorilactobacillus	Liquorilactobacillus	MRH409	bacteria
Pyricularia	Pyricularia	MRH410	fungus
Pediococcus acidilactici	Pediococcus acidilactici	MRH411	bacteria
Gaeumannomyces	Gaeumannomyces	MRH412	fungus
Bradyrhizobium elkanii	Bradyrhizobium elkanii	MRH413	bacteria
Leifsonia	Leifsonia	MRH414	bacteria
Gemella	Gemella	MRH415	bacteria
Streptococcus cristatus	Streptococcus cristatus	MRH416	bacteria
Streptococcus gordonii	Streptococcus gordonii	MRH417	bacteria
Streptococcus pyogenes	Streptococcus pyogenes	MRH418	bacteria
Aspergillus glaucus	Aspergillus glaucus	MRH419	fungus
Aspergillus terreus	Aspergillus terreus	MRH420	fungus
Rhodococcus erythropolis	Rhodococcus erythropolis	MRH421	bacteria
Agrobacterium genomosp. 3	Agrobacterium tomkonis	MRH422	bacteria
Agrobacterium sp. T29	Agrobacterium sp. T29	MRH423	bacteria
Agrobacterium larrymoorei	Agrobacterium larrymoorei	MRH424	bacteria
Staphylococcus saccharolyticus	Staphylococcus saccharolyticus	MRH425	bacteria
Staphylococcus pasteuri	Staphylococcus pasteuri	MRH426	bacteria
Staphylococcus warneri	Staphylococcus warneri	MRH427	bacteria
Staphylococcus cohnii	Staphylococcus cohnii	MRH428	bacteria
Wallemia	Wallemia	MRH429	fungus
Serpentinomonas	Serpentinimonas	MRH430	bacteria
Serpentinomonas raichei	Serpentinimonas raichei	MRH431	bacteria
Bombilactobacillus bombi	Bombilactobacillus bombi	MRH432	bacteria
Hathewaya	Hathewaya	MRH433	bacteria
Hathewaya histolytica	Hathewaya histolytica	MRH434	bacteria
Cutibacterium avidum	Cutibacterium avidum	MRH435	bacteria
Zymoseptoria	Zymoseptoria	MRH436	fungus
Zymoseptoria tritici	Zymoseptoria tritici	MRH437	fungus
Rheinheimera sp. D18	Rheinheimera sp. D18	MRH438	bacteria
Wickerhamomyces	Wickerhamomyces	MRH439	fungus
Wickerhamomyces anomalus	Wickerhamomyces anomalus	MRH440	fungus
Lactobacillus jensenii	Lactobacillus jensenii	MRH441	bacteria
Lactobacillus gasseri	Lactobacillus gasseri	MRH442	bacteria
Dietzia	Dietzia	MRH443	bacteria
Dietzia psychralcaliphila	Dietzia psychralcaliphila	MRH444	bacteria
Dietzia sp. DQ12-45-1b	Dietzia sp. DQ12-45-1b	MRH445	bacteria
Rhizobium oryzihabitans	Rhizobium oryzihabitans	MRH446	bacteria
Rhizobium pusense	Rhizobium pusense	MRH447	bacteria
Rhizobium leguminosarum	Rhizobium leguminosarum	MRH448	bacteria
Paracoccus sanguinis	Paracoccus sanguinis	MRH449	bacteria
Paracoccus mutanolyticus	Paracoccus mutanolyticus	MRH450	bacteria
Paracoccus denitrificans	Paracoccus denitrificans	MRH451	bacteria
Empedobacter falsenii	Empedobacter falsenii	MRH452	bacteria
Novosphingobium	Novosphingobium	MRH453	bacteria
Kocuria rhizophila	Kocuria rhizophila	MRH454	bacteria
Kocuria palustris	Kocuria palustris	MRH455	bacteria
Kocuria indica	Kocuria indica	MRH456	bacteria
Zygosaccharomyces	Zygosaccharomyces	MRH457	fungus
Zygosaccharomyces rouxii	Zygosaccharomyces rouxii	MRH458	fungus
Corynebacterium segmentosum	Corynebacterium segmentosum	MRH459	bacteria
Corynebacterium kefirresidentii	Corynebacterium kefirresidentii	MRH460	bacteria
